"","Year","Biomass_Category","Uniq_Transect","Site","Locality.x","Biomass_Transect","Biomass_g_per_100m2_Transect","Locality.y","Zone","Area","Latitude","Longitude","Notes"
"24","2010","C","2010.F.1062SFR.8","1062SFR","1062",0,0,"1062","Shallow_Forereef","Atoll","17.25871","-87.95925",NA
"25","2010","C","2010.F.1206BR.1","1206BR","1206",0,0,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"26","2010","C","2010.F.1206BR.2","1206BR","1206",0,0,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"27","2010","C","2010.F.1206BR.3","1206BR","1206",0,0,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"28","2010","C","2010.F.1206BR.4","1206BR","1206",365.392852045086,608.988086741811,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"29","2010","C","2010.F.1206BR.5","1206BR","1206",0,0,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"30","2010","C","2010.F.1206BR.6","1206BR","1206",203.758764672494,339.597941120824,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"31","2010","C","2010.F.1206BR.7","1206BR","1206",0,0,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"32","2010","C","2010.F.1206BR.8","1206BR","1206",0,0,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"33","2010","C","2010.F.1206DFR.1","1206DFR","1206",689.745210532748,1149.57535088791,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"34","2010","C","2010.F.1206DFR.2","1206DFR","1206",625.724213362399,1042.87368893733,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"35","2010","C","2010.F.1206DFR.3","1206DFR","1206",0,0,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"36","2010","C","2010.F.1206DFR.4","1206DFR","1206",2030.37279509287,3383.95465848812,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"37","2010","C","2010.F.1206DFR.5","1206DFR","1206",311.228907509629,518.714845849382,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"38","2010","C","2010.F.1206DFR.6","1206DFR","1206",0,0,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"39","2010","C","2010.F.1206DFR.7","1206DFR","1206",775.59845082742,1292.66408471237,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"40","2010","C","2010.F.1206DFR.8","1206DFR","1206",48.0227121274237,80.0378535457062,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"41","2010","C","2010.F.1206SFR.1","1206SFR","1206",0,0,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"42","2010","C","2010.F.1206SFR.2","1206SFR","1206",0,0,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"43","2010","C","2010.F.1206SFR.3","1206SFR","1206",0,0,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"44","2010","C","2010.F.1206SFR.4","1206SFR","1206",0,0,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"45","2010","C","2010.F.1206SFR.5","1206SFR","1206",424.037592871605,706.729321452675,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"46","2010","C","2010.F.1206SFR.6","1206SFR","1206",473.762616308687,789.604360514479,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"47","2010","C","2010.F.1206SFR.7","1206SFR","1206",0,0,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"48","2010","C","2010.F.1206SFR.8","1206SFR","1206",1102.05085599406,1836.75142665676,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"49","2010","C","2010.F.CBBR.1","CBBR","Caye Bokel",0,0,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"50","2010","C","2010.F.CBBR.2","CBBR","Caye Bokel",5.85531699677375,9.75886166128958,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"51","2010","C","2010.F.CBBR.3","CBBR","Caye Bokel",113.331205444894,188.885342408156,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"52","2010","C","2010.F.CBBR.4","CBBR","Caye Bokel",56.6656027224469,94.4426712040781,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"53","2010","C","2010.F.CBBR.5","CBBR","Caye Bokel",50.9396911681235,84.8994852802059,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"54","2010","C","2010.F.CBBR.6","CBBR","Caye Bokel",101.879382336247,169.798970560412,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"55","2010","C","2010.F.CBBR.7","CBBR","Caye Bokel",0,0,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"56","2010","C","2010.F.CBBR.8","CBBR","Caye Bokel",101.879382336247,169.798970560412,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"57","2010","C","2010.F.CBDFR.1","CBDFR","Caye Bokel",254.698455840618,424.497426401029,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"58","2010","C","2010.F.CBDFR.2","CBDFR","Caye Bokel",0,0,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"59","2010","C","2010.F.CBDFR.3","CBDFR","Caye Bokel",0,0,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"60","2010","C","2010.F.CBDFR.4","CBDFR","Caye Bokel",48.0227121274237,80.0378535457062,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"61","2010","C","2010.F.CBDFR.5","CBDFR","Caye Bokel",0,0,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"62","2010","C","2010.F.CBDFR.6","CBDFR","Caye Bokel",5.64155596815427,9.40259328025712,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"63","2010","C","2010.F.CBDFR.7","CBDFR","Caye Bokel",0,0,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"64","2010","C","2010.F.CBDFR.8","CBDFR","Caye Bokel",0,0,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"65","2010","C","2010.F.CBSFR.1","CBSFR","Caye Bokel",0,0,"Caye Bokel","Shallow_Forereef","Conservation","17.15698","-87.90921",NA
"66","2010","C","2010.F.CBSFR.2","CBSFR","Caye Bokel",0,0,"Caye Bokel","Shallow_Forereef","Conservation","17.15698","-87.90921",NA
"67","2010","C","2010.F.CBSFR.3","CBSFR","Caye Bokel",0,0,"Caye Bokel","Shallow_Forereef","Conservation","17.15698","-87.90921",NA
"68","2010","C","2010.F.CBSFR.4","CBSFR","Caye Bokel",4566.04090111177,7610.06816851962,"Caye Bokel","Shallow_Forereef","Conservation","17.15698","-87.90921",NA
"69","2010","C","2010.F.CBSFR.5","CBSFR","Caye Bokel",0,0,"Caye Bokel","Shallow_Forereef","Conservation","17.15698","-87.90921",NA
"70","2010","C","2010.F.CBSFR.6","CBSFR","Caye Bokel",0,0,"Caye Bokel","Shallow_Forereef","Conservation","17.15698","-87.90921",NA
"71","2010","C","2010.F.CBSFR.7","CBSFR","Caye Bokel",0,0,"Caye Bokel","Shallow_Forereef","Conservation","17.15698","-87.90921",NA
"72","2010","C","2010.F.CBSFR.8","CBSFR","Caye Bokel",0,0,"Caye Bokel","Shallow_Forereef","Conservation","17.15698","-87.90921",NA
"73","2010","C","2010.F.WP4BR.1","WP4BR","West Point 4",0,0,"West Point 4","Backreef","Atoll","17.38659","-87.93578",NA
"74","2010","C","2010.F.WP4BR.2","WP4BR","West Point 4",0,0,"West Point 4","Backreef","Atoll","17.38659","-87.93578",NA
"75","2010","C","2010.F.WP4BR.3","WP4BR","West Point 4",0,0,"West Point 4","Backreef","Atoll","17.38659","-87.93578",NA
"76","2010","C","2010.F.WP4BR.4","WP4BR","West Point 4",5.64155596815427,9.40259328025712,"West Point 4","Backreef","Atoll","17.38659","-87.93578",NA
"77","2010","C","2010.F.WP4BR.5","WP4BR","West Point 4",0,0,"West Point 4","Backreef","Atoll","17.38659","-87.93578",NA
"78","2010","C","2010.F.WP4BR.6","WP4BR","West Point 4",0,0,"West Point 4","Backreef","Atoll","17.38659","-87.93578",NA
"79","2010","C","2010.F.WP4BR.7","WP4BR","West Point 4",0,0,"West Point 4","Backreef","Atoll","17.38659","-87.93578",NA
"80","2010","C","2010.F.WP4BR.8","WP4BR","West Point 4",0,0,"West Point 4","Backreef","Atoll","17.38659","-87.93578",NA
"81","2010","C","2010.F.WP4DFR.1","WP4DFR","West Point 4",0,0,"West Point 4","Deep_Forereef","Atoll","17.38347","-87.93974",NA
"82","2010","C","2010.F.WP4DFR.2","WP4DFR","West Point 4",0,0,"West Point 4","Deep_Forereef","Atoll","17.38347","-87.93974",NA
"83","2010","C","2010.F.WP4DFR.3","WP4DFR","West Point 4",0,0,"West Point 4","Deep_Forereef","Atoll","17.38347","-87.93974",NA
"84","2010","C","2010.F.WP4DFR.4","WP4DFR","West Point 4",0,0,"West Point 4","Deep_Forereef","Atoll","17.38347","-87.93974",NA
"85","2010","C","2010.F.WP4DFR.5","WP4DFR","West Point 4",0,0,"West Point 4","Deep_Forereef","Atoll","17.38347","-87.93974",NA
"86","2010","C","2010.F.WP4DFR.6","WP4DFR","West Point 4",48.0227121274237,80.0378535457062,"West Point 4","Deep_Forereef","Atoll","17.38347","-87.93974",NA
"87","2010","C","2010.F.WP4DFR.7","WP4DFR","West Point 4",0,0,"West Point 4","Deep_Forereef","Atoll","17.38347","-87.93974",NA
"88","2010","C","2010.F.WP4DFR.8","WP4DFR","West Point 4",0,0,"West Point 4","Deep_Forereef","Atoll","17.38347","-87.93974",NA
"89","2010","C","2010.F.WP4SFR.1","WP4SFR","West Point 4",0,0,"West Point 4","Shallow_Forereef","Atoll","17.38359","-87.93821",NA
"90","2010","C","2010.F.WP4SFR.2","WP4SFR","West Point 4",0,0,"West Point 4","Shallow_Forereef","Atoll","17.38359","-87.93821",NA
"91","2010","C","2010.F.WP4SFR.3","WP4SFR","West Point 4",0,0,"West Point 4","Shallow_Forereef","Atoll","17.38359","-87.93821",NA
"92","2010","C","2010.F.WP4SFR.4","WP4SFR","West Point 4",0,0,"West Point 4","Shallow_Forereef","Atoll","17.38359","-87.93821",NA
"93","2010","C","2010.F.WP4SFR.5","WP4SFR","West Point 4",0,0,"West Point 4","Shallow_Forereef","Atoll","17.38359","-87.93821",NA
"94","2010","C","2010.F.WP4SFR.6","WP4SFR","West Point 4",0,0,"West Point 4","Shallow_Forereef","Atoll","17.38359","-87.93821",NA
"95","2010","C","2010.F.WP4SFR.7","WP4SFR","West Point 4",0,0,"West Point 4","Shallow_Forereef","Atoll","17.38359","-87.93821",NA
"96","2010","C","2010.F.WP4SFR.8","WP4SFR","West Point 4",0,0,"West Point 4","Shallow_Forereef","Atoll","17.38359","-87.93821",NA
"97","2010","C","2010.F.WP5BR.1","WP5BR","West Point 5",152.819073504371,254.698455840618,"West Point 5","Backreef","Atoll","17.54707","-87.82041",NA
"98","2010","C","2010.F.WP5BR.2","WP5BR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54707","-87.82041",NA
"99","2010","C","2010.F.WP5BR.3","WP5BR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54707","-87.82041",NA
"100","2010","C","2010.F.WP5BR.4","WP5BR","West Point 5",48.0227121274237,80.0378535457062,"West Point 5","Backreef","Atoll","17.54707","-87.82041",NA
"101","2010","C","2010.F.WP5BR.5","WP5BR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54707","-87.82041",NA
"102","2010","C","2010.F.WP5BR.6","WP5BR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54707","-87.82041",NA
"103","2010","C","2010.F.WP5BR.7","WP5BR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54707","-87.82041",NA
"104","2010","C","2010.F.WP5BR.8","WP5BR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54707","-87.82041",NA
"105","2010","C","2010.F.WP5DFR.1","WP5DFR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54654","-87.82282",NA
"106","2010","C","2010.F.WP5DFR.2","WP5DFR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54654","-87.82282",NA
"107","2010","C","2010.F.WP5DFR.3","WP5DFR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54654","-87.82282",NA
"108","2010","C","2010.F.WP5DFR.4","WP5DFR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54654","-87.82282",NA
"109","2010","C","2010.F.WP5DFR.5","WP5DFR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54654","-87.82282",NA
"110","2010","C","2010.F.WP5DFR.6","WP5DFR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54654","-87.82282",NA
"111","2010","C","2010.F.WP5DFR.7","WP5DFR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54654","-87.82282",NA
"112","2010","C","2010.F.WP5DFR.8","WP5DFR","West Point 5",0,0,"West Point 5","Backreef","Atoll","17.54654","-87.82282",NA
"113","2010","C","2010.F.WP5SFR.1","WP5SFR","West Point 5",0,0,"West Point 5","Shallow_Forereef","Atoll","17.54674","-87.82186",NA
"114","2010","C","2010.F.WP5SFR.2","WP5SFR","West Point 5",0,0,"West Point 5","Shallow_Forereef","Atoll","17.54674","-87.82186",NA
"115","2010","C","2010.F.WP5SFR.3","WP5SFR","West Point 5",0,0,"West Point 5","Shallow_Forereef","Atoll","17.54674","-87.82186",NA
"116","2010","C","2010.F.WP5SFR.4","WP5SFR","West Point 5",48.0227121274237,80.0378535457062,"West Point 5","Shallow_Forereef","Atoll","17.54674","-87.82186",NA
"117","2010","C","2010.F.WP5SFR.5","WP5SFR","West Point 5",0,0,"West Point 5","Shallow_Forereef","Atoll","17.54674","-87.82186",NA
"118","2010","C","2010.F.WP5SFR.6","WP5SFR","West Point 5",49.5624755775431,82.6041259625719,"West Point 5","Shallow_Forereef","Atoll","17.54674","-87.82186",NA
"119","2010","C","2010.F.WP5SFR.7","WP5SFR","West Point 5",96.0454242548474,160.075707091412,"West Point 5","Shallow_Forereef","Atoll","17.54674","-87.82186",NA
"120","2010","C","2010.F.WP5SFR.8","WP5SFR","West Point 5",101.879382336247,169.798970560412,"West Point 5","Shallow_Forereef","Atoll","17.54674","-87.82186",NA
"121","2010","H","2010.F.1062BR.1","1062BR","1062",470.985403245096,784.975672075159,"1062","Backreef","Atoll","17.25613","-87.95623",NA
"122","2010","H","2010.F.1062BR.2","1062BR","1062",0,0,"1062","Backreef","Atoll","17.25613","-87.95623",NA
"123","2010","H","2010.F.1062BR.3","1062BR","1062",166.117767424692,276.86294570782,"1062","Backreef","Atoll","17.25613","-87.95623",NA
"124","2010","H","2010.F.1062BR.4","1062BR","1062",118.99857097469,198.330951624484,"1062","Backreef","Atoll","17.25613","-87.95623",NA
"125","2010","H","2010.F.1062BR.5","1062BR","1062",61.7768848536041,102.961474756007,"1062","Backreef","Atoll","17.25613","-87.95623",NA
"126","2010","H","2010.F.1062BR.6","1062BR","1062",148.217750338341,247.029583897235,"1062","Backreef","Atoll","17.25613","-87.95623",NA
"127","2010","H","2010.F.1062BR.7","1062BR","1062",278.783563832626,464.639273054376,"1062","Backreef","Atoll","17.25613","-87.95623",NA
"128","2010","H","2010.F.1062BR.8","1062BR","1062",477.765423383513,796.275705639189,"1062","Backreef","Atoll","17.25613","-87.95623",NA
"129","2010","H","2010.F.1062DFR.1","1062DFR","1062",600.25039403467,1000.41732339112,"1062","Deep_Forereef","Atoll","17.2603","-87.96102",NA
"130","2010","H","2010.F.1062DFR.2","1062DFR","1062",79.3568849783828,132.261474963971,"1062","Deep_Forereef","Atoll","17.2603","-87.96102",NA
"131","2010","H","2010.F.1062DFR.3","1062DFR","1062",343.698980987913,572.831634979855,"1062","Deep_Forereef","Atoll","17.2603","-87.96102",NA
"132","2010","H","2010.F.1062DFR.4","1062DFR","1062",265.062891882459,441.771486470766,"1062","Deep_Forereef","Atoll","17.2603","-87.96102",NA
"133","2010","H","2010.F.1062DFR.5","1062DFR","1062",1684.41517426007,2807.35862376679,"1062","Deep_Forereef","Atoll","17.2603","-87.96102",NA
"134","2010","H","2010.F.1062DFR.6","1062DFR","1062",127.63761511877,212.729358531284,"1062","Deep_Forereef","Atoll","17.2603","-87.96102",NA
"135","2010","H","2010.F.1062DFR.7","1062DFR","1062",123.476900895979,205.794834826632,"1062","Deep_Forereef","Atoll","17.2603","-87.96102",NA
"136","2010","H","2010.F.1062DFR.8","1062DFR","1062",61.1079662592292,101.846610432049,"1062","Deep_Forereef","Atoll","17.2603","-87.96102",NA
"137","2010","H","2010.F.1062SFR.1","1062SFR","1062",111.372567317835,185.620945529724,"1062","Shallow_Forereef","Atoll","17.25871","-87.95925",NA
"138","2010","H","2010.F.1062SFR.2","1062SFR","1062",179.395907192037,298.993178653395,"1062","Shallow_Forereef","Atoll","17.25871","-87.95925",NA
"139","2010","H","2010.F.1062SFR.3","1062SFR","1062",719.220098632106,1198.70016438684,"1062","Shallow_Forereef","Atoll","17.25871","-87.95925",NA
"140","2010","H","2010.F.1062SFR.4","1062SFR","1062",228.140655114278,380.234425190463,"1062","Shallow_Forereef","Atoll","17.25871","-87.95925",NA
"141","2010","H","2010.F.1062SFR.5","1062SFR","1062",112.810291628006,188.017152713344,"1062","Shallow_Forereef","Atoll","17.25871","-87.95925",NA
"142","2010","H","2010.F.1062SFR.6","1062SFR","1062",184.11209989464,306.8534998244,"1062","Shallow_Forereef","Atoll","17.25871","-87.95925",NA
"143","2010","H","2010.F.1062SFR.7","1062SFR","1062",110.932724487183,184.887874145304,"1062","Shallow_Forereef","Atoll","17.25871","-87.95925",NA
"144","2010","H","2010.F.1062SFR.8","1062SFR","1062",163.456213341804,272.42702223634,"1062","Shallow_Forereef","Atoll","17.25871","-87.95925",NA
"145","2010","H","2010.F.1206BR.1","1206BR","1206",13.3717596384851,22.2862660641418,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"146","2010","H","2010.F.1206BR.2","1206BR","1206",84.8054725650904,141.342454275151,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"147","2010","H","2010.F.1206BR.3","1206BR","1206",76.3878261267139,127.313043544523,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"148","2010","H","2010.F.1206BR.4","1206BR","1206",705.664148662954,1176.10691443826,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"149","2010","H","2010.F.1206BR.5","1206BR","1206",24.251402186849,40.4190036447483,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"150","2010","H","2010.F.1206BR.6","1206BR","1206",496.107585252214,826.845975420356,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"151","2010","H","2010.F.1206BR.7","1206BR","1206",454.350570110912,757.250950184853,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"152","2010","H","2010.F.1206BR.8","1206BR","1206",440.729074903454,734.548458172423,"1206","Backreef","Atoll","17.24913","-87.83865",NA
"153","2010","H","2010.F.1206DFR.1","1206DFR","1206",532.896343266053,888.160572110088,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"154","2010","H","2010.F.1206DFR.2","1206DFR","1206",1689.96358675689,2816.60597792815,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"155","2010","H","2010.F.1206DFR.3","1206DFR","1206",2820.76827585193,4701.28045975321,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"156","2010","H","2010.F.1206DFR.4","1206DFR","1206",1596.99638570377,2661.66064283962,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"157","2010","H","2010.F.1206DFR.5","1206DFR","1206",85.4548732060231,142.424788676705,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"158","2010","H","2010.F.1206DFR.6","1206DFR","1206",1575.45785287169,2625.76308811948,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"159","2010","H","2010.F.1206DFR.7","1206DFR","1206",838.994143236312,1398.32357206052,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"160","2010","H","2010.F.1206DFR.8","1206DFR","1206",1839.10361281977,3065.17268803295,"1206","Deep_Forereef","Atoll","17.24799","-87.83336",NA
"161","2010","H","2010.F.1206SFR.1","1206SFR","1206",215.249203786986,358.74867297831,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"162","2010","H","2010.F.1206SFR.2","1206SFR","1206",1473.1532789494,2455.25546491567,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"163","2010","H","2010.F.1206SFR.3","1206SFR","1206",123.233381581203,205.388969302005,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"164","2010","H","2010.F.1206SFR.4","1206SFR","1206",138.334132456691,230.556887427818,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"165","2010","H","2010.F.1206SFR.5","1206SFR","1206",499.457834346502,832.429723910836,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"166","2010","H","2010.F.1206SFR.6","1206SFR","1206",906.930115679207,1511.55019279868,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"167","2010","H","2010.F.1206SFR.7","1206SFR","1206",521.938133353828,869.896888923046,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"168","2010","H","2010.F.1206SFR.8","1206SFR","1206",1348.55193955617,2247.58656592695,"1206","Shallow_Forereef","Atoll","17.2486","-87.83705",NA
"169","2010","H","2010.F.CBBR.1","CBBR","Caye Bokel",15.6476135264376,26.079355877396,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"170","2010","H","2010.F.CBBR.2","CBBR","Caye Bokel",102.17619562809,170.29365938015,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"171","2010","H","2010.F.CBBR.3","CBBR","Caye Bokel",723.277359407536,1205.46226567923,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"172","2010","H","2010.F.CBBR.4","CBBR","Caye Bokel",217.462634839244,362.437724732074,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"173","2010","H","2010.F.CBBR.5","CBBR","Caye Bokel",18.9648577792927,31.6080962988212,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"174","2010","H","2010.F.CBBR.6","CBBR","Caye Bokel",0,0,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"175","2010","H","2010.F.CBBR.7","CBBR","Caye Bokel",0,0,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"176","2010","H","2010.F.CBBR.8","CBBR","Caye Bokel",17.6436448162197,29.4060746936996,"Caye Bokel","Backreef","Conservation","17.15853","-87.91022",NA
"177","2010","H","2010.F.CBDFR.1","CBDFR","Caye Bokel",105.071545473134,175.119242455223,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"178","2010","H","2010.F.CBDFR.2","CBDFR","Caye Bokel",441.812622381659,736.354370636098,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"179","2010","H","2010.F.CBDFR.3","CBDFR","Caye Bokel",185.766963296519,309.611605494198,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"180","2010","H","2010.F.CBDFR.4","CBDFR","Caye Bokel",458.862028909823,764.770048183039,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"181","2010","H","2010.F.CBDFR.5","CBDFR","Caye Bokel",389.488326207509,649.147210345849,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"182","2010","H","2010.F.CBDFR.6","CBDFR","Caye Bokel",233.098611830199,388.497686383665,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"183","2010","H","2010.F.CBDFR.7","CBDFR","Caye Bokel",0,0,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"184","2010","H","2010.F.CBDFR.8","CBDFR","Caye Bokel",0,0,"Caye Bokel","Deep_Forereef","Conservation","17.157033","-87.907857",NA
"185","2010","H","2010.F.CBSFR.1","CBSFR","Caye Bokel",389.934577884283,649.890963140471,"Caye Bokel","Shallow_Forereef","Conservation","17.15698","-87.90921",NA
"186","2010","H","2010.F.CBSFR.2","CBSFR","Caye Bokel",88.5687634227635,147.614605704606,"Caye Bokel","Shallow_Forereef","Conservation","17.15698","-87.90921",NA
