Year,Date,Site,Transect,Uniq_Transect,Protocol,Start_Time,Start_Depth,End_Depth,Temp,Organism,Isolates,Depth_Top,Max_Diam,Max_Length,Max_Width,Max_Height,OD,TD,RD,Disease,Percent_Pale,Percent_Bleach,Bleaching,Collector,Notes
2010,2010-07-30,WP4SFR,3,2010.C.WP4SFR.3,MBRS,10:45,5,5,MISSING,AAGA,MISSING,MISSING,17,MISSING,MISSING,17,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,4,2010.C.WP4SFR.4,MBRS,10:45,5,5,MISSING,SSID,MISSING,MISSING,40,MISSING,MISSING,26,60,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,4,2010.C.WP4SFR.4,MBRS,10:45,5,5,MISSING,PDIV,MISSING,MISSING,30,MISSING,MISSING,12,40,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,5,2010.C.WP4SFR.5,MBRS,10:45,5,5,MISSING,AAGA,MISSING,MISSING,6,MISSING,MISSING,5,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,5,2010.C.WP4SFR.5,MBRS,10:45,5,5,MISSING,MALC,MISSING,MISSING,20,MISSING,MISSING,22,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,5,2010.C.WP4SFR.5,MBRS,10:45,5,5,MISSING,PDIV,MISSING,MISSING,23,MISSING,MISSING,16,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,5,2010.C.WP4SFR.5,MBRS,10:45,5,5,MISSING,MALC,MISSING,MISSING,51,MISSING,MISSING,36,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,5,2010.C.WP4SFR.5,MBRS,10:45,5,5,MISSING,PFUR,MISSING,MISSING,18,MISSING,MISSING,9,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,5,2010.C.WP4SFR.5,MBRS,10:45,5,5,MISSING,PFUR,MISSING,MISSING,18,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,SSID,MISSING,MISSING,26,MISSING,MISSING,11,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,MALC,MISSING,MISSING,20,MISSING,MISSING,12,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,AAGA,MISSING,MISSING,14,MISSING,MISSING,12,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,PAST,MISSING,MISSING,23,MISSING,MISSING,11,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,MALC,MISSING,MISSING,26,MISSING,MISSING,17,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,AAGA,MISSING,MISSING,13,MISSING,MISSING,11,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,AAGA,MISSING,MISSING,14,MISSING,MISSING,7,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,PAST,MISSING,MISSING,18,MISSING,MISSING,17,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,SSID,MISSING,MISSING,25,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,OANN,MISSING,MISSING,20,MISSING,MISSING,8,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,PDIV,MISSING,MISSING,22,MISSING,MISSING,11,5,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,PPOR,MISSING,MISSING,17,MISSING,MISSING,11,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,PSTR,MISSING,MISSING,18,MISSING,MISSING,6,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,ATEN,MISSING,MISSING,31,MISSING,MISSING,18,15,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,SSID,MISSING,MISSING,25,MISSING,MISSING,16,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,SSID,MISSING,MISSING,29,MISSING,MISSING,11,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,MALC,MISSING,MISSING,29,MISSING,MISSING,14,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,SINT,MISSING,MISSING,17,MISSING,MISSING,3,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,PAST,MISSING,MISSING,20,MISSING,MISSING,12,30,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,PAST,MISSING,MISSING,45,MISSING,MISSING,7,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,MCOM,MISSING,MISSING,18,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,MCOM,MISSING,MISSING,25,MISSING,MISSING,23,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,SSID,MISSING,MISSING,17,MISSING,MISSING,9,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,PFUR,MISSING,MISSING,24,MISSING,MISSING,14,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4SFR,MISSING,2010.C.WP4SFR.MISSING,MBRS,10:45,5,5,MISSING,AAGA,MISSING,MISSING,16,MISSING,MISSING,12,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,1,2010.C.WP4DFR.1,MBRS,9:10,8,9,MISSING,MALC,MISSING,MISSING,16,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,1,2010.C.WP4DFR.1,MBRS,9:10,8,9,MISSING,OANN,MISSING,MISSING,18,MISSING,MISSING,8,0,MISSING,25,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,1,2010.C.WP4DFR.1,MBRS,9:10,8,9,MISSING,AAGA,MISSING,MISSING,19,MISSING,MISSING,13,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,1,2010.C.WP4DFR.1,MBRS,9:10,8,9,MISSING,PAST,MISSING,MISSING,16,MISSING,MISSING,10,0,MISSING,3,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,1,2010.C.WP4DFR.1,MBRS,9:10,8,9,MISSING,AAGA,MISSING,MISSING,17,MISSING,MISSING,11,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,1,2010.C.WP4DFR.1,MBRS,9:10,8,9,MISSING,AAGA,MISSING,MISSING,18,MISSING,MISSING,8,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,1,2010.C.WP4DFR.1,MBRS,9:10,8,9,MISSING,MALC,MISSING,MISSING,57,MISSING,MISSING,18,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,1,2010.C.WP4DFR.1,MBRS,9:10,8,9,MISSING,AAGA,MISSING,MISSING,27,MISSING,MISSING,16,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,1,2010.C.WP4DFR.1,MBRS,9:10,8,9,MISSING,MALC,MISSING,MISSING,47,MISSING,MISSING,43,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,1,2010.C.WP4DFR.1,MBRS,9:10,8,9,MISSING,SSID,MISSING,MISSING,24,MISSING,MISSING,13,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,1,2010.C.WP4DFR.1,MBRS,9:10,8,9,MISSING,AAGA,MISSING,MISSING,12,MISSING,MISSING,6,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,1,2010.C.WP4DFR.1,MBRS,9:10,8,9,MISSING,MALC,MISSING,MISSING,13,MISSING,MISSING,6,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,2,2010.C.WP4DFR.2,MBRS,9:10,8,9,MISSING,SSID,MISSING,MISSING,50,MISSING,MISSING,12,15,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,2,2010.C.WP4DFR.2,MBRS,9:10,8,9,MISSING,AAGA,MISSING,MISSING,23,MISSING,MISSING,24,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,2,2010.C.WP4DFR.2,MBRS,9:10,8,9,MISSING,AAGA,MISSING,MISSING,15,MISSING,MISSING,11,50,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,2,2010.C.WP4DFR.2,MBRS,9:10,8,9,MISSING,ATEN,MISSING,MISSING,14,MISSING,MISSING,11,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,2,2010.C.WP4DFR.2,MBRS,9:10,8,9,MISSING,AAGA,MISSING,MISSING,18,MISSING,MISSING,11,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,2,2010.C.WP4DFR.2,MBRS,9:10,8,9,MISSING,MALC,MISSING,MISSING,21,MISSING,MISSING,25,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,2,2010.C.WP4DFR.2,MBRS,9:10,8,9,MISSING,PDIV,MISSING,MISSING,17,MISSING,MISSING,8,20,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,2,2010.C.WP4DFR.2,MBRS,9:10,8,9,MISSING,MALC,MISSING,MISSING,27,MISSING,MISSING,22,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,2,2010.C.WP4DFR.2,MBRS,9:10,8,9,MISSING,AAGA,MISSING,MISSING,24,MISSING,MISSING,13,50,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,2,2010.C.WP4DFR.2,MBRS,9:10,8,9,MISSING,SSID,MISSING,MISSING,32,MISSING,MISSING,19,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,3,2010.C.WP4DFR.3,MBRS,9:10,8,9,MISSING,AAGA,MISSING,MISSING,12,MISSING,MISSING,10,70,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,3,2010.C.WP4DFR.3,MBRS,9:10,8,9,MISSING,PFUR,MISSING,MISSING,26,MISSING,MISSING,15,15,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,3,2010.C.WP4DFR.3,MBRS,9:10,8,9,MISSING,SSID,MISSING,MISSING,14,MISSING,MISSING,7,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
2010,2010-07-30,WP4DFR,3,2010.C.WP4DFR.3,MBRS,9:10,8,9,MISSING,MCAV,MISSING,MISSING,30,MISSING,MISSING,29,0,MISSING,0,None,MISSING,MISSING,UB,CECA,
